texto;";";classe
 Secretário de Defesa dos EUA faz visita surpresa ao Iraque Robert Gates veio de Amã, na Jordânia. Não há informações de quanto tempo ele ficará no país.;";";surpresa
 Espanholas oferecem serviço doméstico sexual Trabalho mistura atividades como cozinhar, lavar e passar com atividades eróticas.;";";surpresa
 Juiz aponta advogado para cuidar das finanças de óctuplos nos EUA Mãe, Nadya Suleman, foi à audiência, mas não se pronunciou. Reality show que filmaria sua rotina depende de aprovação da Justiça.;";";surpresa
 EUA retiram vistos diplomáticos de 4 membros do governo interino hondurenho Medida pode ser ampliada, segundo a diplomacia americana. EUA reafirmam não reconhecer governo empossado após golpe militar.;";";surpresa
 Japão tem pior queda em venda de automóveis desde 1968 Número de veículos vendidos no Japão caiu 28,6% em abril. Foram negociados 166.365 veículos, contra 232.993 um anos antes.;";";tristeza
 Sarney chega com mulher ao hospital Sírio-Libanês, em São Paulo Dona Marly deve ser operada em razão de fraturas no ombro esquerdo. Eles chegaram de helicóptero pouco antes das 13h.;";";tristeza
 Defesa de Dantas promete mostrar provas contra agentes da PF Banqueiro disse que Brasil Telecom financiou Operação Satiagraha. Documentos teriam sido apreendidos durante a própria operação.;";";tristeza
 Cinco imóveis são demolidos no Recife Estabelecimentos estavam em área pública e não tinham alvará . Proprietários disseram que aguardavam decisão da Justiça.;";";tristeza
 Em um ano, cem mil jovens recorrem a cirurgia plástica Adolescentes de 14 a 18 anos são 13% dos pacientes de estética. Médicos dizem que é necessário redobrar cuidados nesses casos.;";";tristeza
 Nova gripe já matou 816 pelo mundo, diz Organização Mundial da Saúde Novo balanço mostra mais de 134 mil contaminados pelo H1N1. Doença chega a pontos remotos do planeta, segundo agência da ONU.;";";tristeza
 Hospital da Indonésia atende alunos com nova gripe em ala improvisada OMS alertou 6ª-feira que crianças em idade escolar são as mais afetadas. Agência da ONU não contabiliza mais notificações ao redor do mundo.;";";tristeza
 Frade francês tem proteção policial 24 horas por dia no Pará Religioso diz que governo brasileiro não tem 'infraestrutura' para impedir conflitos de terra.;";";tristeza
 Acidente deixa 4 mortos e 2 feridos em rodovia mineira Segundo a PRF, carreta tombou em uma curva na BR-452. Veículo arrastou um carro e outros três caminhões.;";";tristeza
 Produção das principais montadoras japonesas cai no primeiro semestre Líder mundial do setor, Toyota teve queda de 43% na produção. Indústrias esperam pior ano para o setor em três décadas.;";";tristeza
 Rondônia é o estado mais desmatado da Amazônia Estudo revela que destruição da floresta aumentou cerca de 23%. Instituto fez levantamento entre agosto de 2007 e agosto de 2008.;";";tristeza
 Ciclista atropela duas pessoas e morre no RS Acidente aconteceu no fim da noite desta segunda-feira. Pessoas atropeladas sofreram ferimentos leves, segundo a polícia.;";";tristeza
 Inflação pode voltar a subir, diz banco central chinês Índice de preços ao consumidor caiu 1,1% de janeiro a junho. BC espera estabilidade no segundo semestre e alta em seguida.;";";tristeza
 Grupo troca tiros com a polícia após roubar banco no RS Segundo informações da Brigada Militar, cofre foi levado pelos ladrões. Nenhum suspeito foi preso nesta terça-feira.;";";tristeza
 Divórcio prejudica saúde por longo tempo, diz estudo Pesquisa sugere que pessoas que se separaram têm mais tendência de desenvolver doenças crônicas.;";";tristeza
 Britânica morre depois de dieta de sopa e água Helen Anderson, de 26 anos, perdeu 38 kg e pode ter sofrido reação química do próprio corpo.;";";tristeza
 Rapaz de 23 anos é baleado na cabeça em Vila Velha Jovem permanece internado em estado grave em hospital da cidade. Tiroteio teria ocorrido próximo a boate, segundo a polícia.;";";tristeza
 Quatro carros caem em cratera após desabamento de muro em MG Estrutura cedeu e abriu buraco no estacionamento de lanchonete. Acidente ocorreu na obra de prédio ao lado de estabelecimento.;";";tristeza
 Governo recomenda que alunos com suspeita de gripe adiem volta às aulas Alunos com sintomas devem ser acompanhados por médicos. Em várias localidades, retorno ao segundo semestre letivo foi adiado.;";";tristeza
 Carreta bate em mureta do Anel Rodoviário de Belo Horizonte Acidente complicou o trânsito na região. Poste foi derrubado e parte do muro atingiu automóvel.;";";tristeza
 Polícia apreende sete quilos de crack em MS Droga estava escondida em mala, que era levada em bagageiro de ônibus. Apreensão foi feita na BR-262 em Corumbá.;";";tristeza
 Taxa geral de inadimplência sobe em junho e bate recorde Inadimplência geral passou de 5,5% em maio para 5,7% em junho, diz BC. Para pessoa física, inadimplência fica em 8,6% - a maior desde 2000.;";";tristeza
 Paraíba registra a primeira morte pela nova gripe Segundo a Secretaria de Saúde, vítima era estudante de enfermagem. Este é o primeiro caso de morte pelo vírus Influenza no Nordeste.;";";tristeza
 Navio com haitianos naufraga nas Antilhas, e 113 são resgatados Dois corpos também foram retirados das águas. Cerca de 80 imigrantes estão desaparecidos.;";";tristeza
 Ronald Biggs é internado com pneumonia severa na Inglaterra, diz filho Assaltante do trem pagador está 'pior do que nunca', segundo Michael. Biggs, que morou no Brasil quando era foragido, está preso desde 2001.;";";tristeza
 Namorado que matou modelo pega prisão perpétua na Inglaterra Amy Leigh Barnes ligou para a polícia enquanto era atacada. ‘Você é um homem demoníaco’, disse o juiz para o acusado.;";";tristeza
 Xarope com produto tóxico teria matado 24 crianças em Bangladesh Crianças, de até três anos, morreram de problemas renais depois de consumirem marca local de medicamento de paracetamol.;";";tristeza
 Faltam profissionais qualificados no mercado de aviação Sindicato diz que já há sobrecarga de trabalho. Anac teme que isso prejudique o crescimento do mercado.;";";tristeza
 Caxias do Sul confirma duas mortes pela nova gripe Vítimas são dois homens, segundo a Secretaria Municipal de Saúde. Ao todo, cidade soma três casos de óbito pelo vírus Influenza A.;";";tristeza
 Incêndio destrói vegetação em Goiânia Fumaça escura assustou motoristas, que tiveram de acender os faróis. Bombeiros demoraram cerca de sete horas para controlar o fogo.;";";tristeza
 Chuvas de monção alagam capital de Bangladesh Inundações fecharam comércio e escolas em Dacca. Cidade registrou 33 ml de chuva em 12 horas.;";";tristeza
 Confiança do consumidor nos EUA cai a 46,6 em julho Em junho, índice medido pelo Conference Board chegou a 49,3. Taxa de expectativa sobre atividade econômica em 6 meses também caiu.;";";tristeza
 Distúrbios pós-eleitorais mataram 30 no Irã, diz deputado Número oficial de mortos nos confrontos de rua é de 20. Oposição foi às ruas contra a reeleição de Ahmadinejad.;";";tristeza
 Vinte pássaros silvestres são apreendidos em casa no Pará Animais eram criados sem autorização do Ibama. Rouxinol, japiim, curió e tem-tem estão entre espécies encontradas.;";";tristeza
 Japonesas Hitachi e Canon têm resultados abaixo do esperado Hitachi anunciou prejuízo líquido de US$ 870 milhões. Lucro da Canon teve queda de 84,5% no primeiro semestre.;";";tristeza
 Uruguaiana confirma mais uma morte pela nova gripe Vítima é homem de 45 anos que era fumante, segundo secretário. Número de mortes confirmadas no país subiu para 56 nesta terça.;";";tristeza
 Exército lança ofensiva contra militantes islâmicos na Nigéria Confrontos com extremistas no norte já deixaram pelo menos 150 mortos.;";";tristeza
 Incêndios florestais causam mais uma morte na Espanha Mulher está desaparecida em Arenas de San Pedro, a 120 km de Madri. Fogo já provocou pelo menos sete mortes em uma semana.;";";tristeza
 Lucros da Viacom caem 32% no segundo trimestre Queda dos rendimentos afetou resultado do grupo de comunicação. Empresa norte-americana lucrou US$ 277 milhões no período.;";";tristeza
 Ladrões provocam incêndio em Vitória Após assalto, quadrilha ateou fogo a escritórios. Bombeiros tiveram de interditar a rua em frente ao edifício.;";";tristeza
 Empresário é morto a tiros em pousada na Bahia Ele agenciava carreira de artista e estava no estado há quatro meses. Delegado vai investigar envolvimento da vítima com o tráfico de drogas.;";";tristeza
 Morte de policial com suspeita de gripe afasta pelotão no RS 22 soldados de pelotão de operações especiais interromperam atividades. Policial que morreu tinha sintomas da nova gripe, diz secretário de Saúde.;";";tristeza
 Chávez anuncia que vai 'congelar' relações com a Colômbia Presidente da Venezuela ordenou a saída de seu embaixador em Bogotá. O caso do armamento sueco aumentou a tensão entre os países.;";";tristeza
 Nanopartículas afetam desenvolvimento cerebral de camundongos Pesquisadores japoneses detectaram disfunções neurológicas. Doenças associadas a genes afetados incluem autismo e Alzheimer.;";";tristeza
 50 quilos de droga são apreendidos no Paraná Crack, pasta base de cocaína e haxixe estavam em caminhonete. Motorista disse que receberia R$ 6 mil para levar droga a Curitiba.;";";tristeza
 Alimento orgânico não é mais saudável que convencional, diz estudo Pesquisa é da Escola de Higiene e Medicina Tropical de Londres. Foram revistos 162 artigos científicos publicados nos últimos 50 anos.;";";tristeza
 Menina britânica que ganhou direito de morrer é operada Jovem mudou de ideia e foi submetida a transplante de coração em Londres.;";";tristeza
 Explosão mata dois na Espanha Ataque destruiu carro em quartel da guarda civil na ilha de Mallorca. Na quarta, carro-bomba feriu 60 no norte do país.;";";tristeza
 Mitsubishi Motors perde US$ 278 milhões no trimestre Montadora japonesa foi prejudicada pela crise econômica mundial. Vendas globais caíram 32% em relação ao mesmo período de 2008.;";";tristeza
 Escolas do Paraná adiam início das aulas por causa da nova gripe Medida deve atingir cerca de 650 mil alunos no estado. Escolas e creches municipais ficarão fechadas em Curitiba.;";";tristeza
 Vendas 'mornas' do Wii derrubam lucro da Nintendo Queda no trimestre foi de 61% em comparação com 2008. Consoles da empresa japonesa ainda lideram o mercado.;";";tristeza
 70% do Conselho de Ética é suspeito de irregularidades Levantamento de jornal mostra 21 ligados a escândalos recentes. Senadores decidirão sobre abertura de processo de cassação de Sarney.;";";tristeza
 Adolescente de 12 anos morre atropelado em lixão em AL Segundo a polícia, vítima dormia no local no momento do acidente. Família do jovem foi ao local na manhã desta quinta-feira, em Maceió.;";";tristeza
 Terra esgotada em Minas Gerais levou agricultor para Amazônia Busca por áreas ainda sem uso é apontada como um dos motores do desmatamento.;";";tristeza
 Vítimas de caçadores, 13 tartarugas-da-Amazônia são apreendidas no PA Animais foram capturados com anzóis e iscas. Espécie tem caça proibida, informa o Ibama.;";";tristeza
 Mais três países conseguem limitar o tracoma, que causa cegueira Gana, México e Arábia Saudita controlam infecção causada por inseto. Mas 40 milhões de pessoas de mais de 50 países ainda estão em risco.;";";tristeza
 Seca faz elefante se perder da manada na Índia Animais desceram colinas em busca de comida em Gauhati. Mas um deles acabou ficando para trás.;";";tristeza
 Perito é morto por policiais militares na Bahia Polícia Militar informou que policiais foram recebidos a tiros. Uma testemunha teria informado que o perito não atirou.;";";tristeza
 Pedidos de auxílio-desemprego sobem 25 mil nos EUA na semana Alta é menor do que a esperada por economistas. Total de americanos que recebem benefício tem queda.;";";tristeza
 Espanha intensifica combate a incêndios florestais Incêndio avança sobre municípios do sul da província de Ávila. O fogo atinge a Espanha há uma semana já matou oito pessoas.;";";tristeza
 Volkswagen registra queda de 81% no lucro líquido Montadora alemã alcançou US$ 695 milhões no semestre. Volume de negócios retrocedeu 9% nos seis primeiros meses do ano.;";";tristeza
 Acidente entre van e caminhão deixa 2 mortos em MG Veículo com 12 passageiros bateu em caminhão e capotou na pista. Outras cinco pessoas ficaram feridas.;";";tristeza
 Oposicionistas e polícia de choque entram em confronto no Irã Forças de segurança tomam o controle do centro de Teerã. Manifestantes tentavam ir a funeral de jovem morta em protestos.;";";tristeza
 Adolescente de 15 anos que estava sumida é achada morta em Manaus Segundo a polícia, vítima saiu de casa para ir à escola e não voltou. Menina foi encontrada degolada e com sinais de violência sexual.;";";tristeza
 Motociclista morre após ser atingido por linha com cerol em MG Rapaz de 24 anos passava pela BR-116, em Governador Valadares. Segundo polícia, ele não tinha habilitação para dirigir motos.;";";tristeza
 Obama diz que PIB do 2º trimestre deve mostrar retração da economia Números serão divulgados nesta sexta-feira. Presidente diz que desemprego ainda é problema 'enorme'.;";";tristeza
 Pessoas produzem anticorpos naturais contra mal de Alzheimer, diz estudo Pesquisa identificou prevenção do próprio organismo contra doença. Se for possível estimular mecanismo, casos de demência podem diminuir.;";";alegria
 Britânicos criam espermatozoides a partir de células-tronco de embrião Pesquisa britânica chegou à forma totalmente funcional da célula Feito poderá ajudar quem não consegue ser pai no futuro.;";";alegria
 Zoológico alemão apresenta tigresas quadrigêmeas ao público Mãe deu à luz bebês sem ajuda de veterinários, afirma parque. Felinas já têm pouco mais de um mês de vida.;";";alegria
 Vice José Alencar antecipa viagem para São Paulo Vice-presidente vem semanalmente, às quintas, para realizar exames. Ele passa por tratamento contra câncer.;";";alegria
 Líderes do G8 vão planejar retirada de medidas de estímulo Comunicado diz que existem 'riscos' à estabilidade financeira. Potências mundiais se comprometeram a cortar emissão de gases.;";";alegria
 Ministro brasileiro visita Cuba para aumentar comércio e investimento Miguel Jorge, da Indústria e Comércio, fica até quinta-feira (9) na ilha. Brasil é o segundo parceiro comercial da ilha na região após a Venezuela.;";";alegria
 Lula se reúne com líderes do G5 Ele se encontrou com líderes da Índia, México, África do Sul e China. Reunião é realizada em L'Aquila, na Itália, onde também ocorre o G8.;";";alegria
 Deputado protocola PEC que retoma obrigatoriedade do diploma de jornalismo Paulo Pimenta (PT-RS) conseguiu 191 assinaturas na proposta. 'Jornalismo é mais que simples prestação de informação', diz.;";";alegria
 Bill Clinton visita o Haiti para coordenar ajuda ao país Ex-presidente dos EUA é enviado especial da ONU ao país caribenho. Ele quer ajudar a reorganizar infraestrutura e criar 150 mil empregos.;";";alegria
 Leão resgatado de circo em MS ganha nova casa Ele será levado para santuário ecológico em Cotia (SP). Segundo promotor de Justiça, animal mostra boa recuperação.;";";alegria
 Senado aprova profissões de motoboy e mototaxista A nova lei ainda precisa ser sancionada pelo presidente Lula. Caberá às câmaras definirem em cada município regras específicas.;";";alegria
 Ambulatório para atender suspeitos da nova gripe é inaugurado em MG Área no Hospital Eduardo de Menezes pode atender 120 pessoas por dia. Na rede particular, médicos fazem triagem de pacientes em contêiner.;";";alegria
 Países em desenvolvimento cobram liderança do G8 na solução da crise Documento foi divulgado nesta quarta-feira (8) pelo chamado G5. Participam deste grupo Brasil, México, China, Índia e África do Sul.;";";alegria
 Câmara aprova texto base do projeto com mudanças na lei eleitoral Propaganda na internet foi regulamentada com restrições. Deputados votam agora destaques que podem mudar o texto já aprovado.;";";alegria
 Senado confirma Roberto Gurgel para procurador-geral da República Ele recebeu 60 votos favoráveis e cinco contrários. Indicado para o cargo passou por sabatina no Senado nesta quarta.;";";alegria
 Senado divulga novos integrantes do Conselho de Ética Grupo vai analisar representações por quebra de decoro contra Sarney. Somente a bancada do PT ainda não indicou quem fará parte do conselho.;";";alegria
 G8 oferece ao Irã prazo até setembro para negociar questão nuclear Assunto só voltaria à pauta na reunião do G20, anunciou Sarkozy. Grupo comprometeu-se com solução diplomática e criticou Coreia do Norte.;";";alegria
 Caranguejo vai parar em pizza no Maranhão Nesta sexta-feira (10) será comemorado o Dia da Pizza. Receita maranhense ficou em 7º lugar em competição entre pizzarias.;";";alegria
 Lula presenteia líderes do G5 com camisas da seleção brasileira Presidente brincou sobre vitória do Brasil na Copa das Confederações. Segundo ele, lema de campanha de Obama, 'yes, we can', inspirou seleção.;";";alegria
 ONG pendura faixa no Lincoln do Monte Rushmore em ato pró-meio ambiente Ativistas protestaram nas esculturas de quatro presidentes dos EUA. Eles pediram a Obama que tome providências contra o aquecimento global.;";";alegria
 Kassab e Marta participam da Parada Gay em São Paulo Prefeito posou para fotos com participantes do evento. Ex-prefeita desfilou em trio elétrico pela avenida Paulista.;";";alegria
 Maceió faz campanha contra Aids no São João Secretaria Municipal distribui cartilhas e preservativos durante a festa. Exames também estão sendo realizados na capital alagoana.;";";alegria
 Religioso explica ligação entre santos juninos e o Candomblé Pai de Santo fala da origem de sincretismo religioso. Santo Antônio, São Pedro e São João são Ogum, Xangô e Oxossi.;";";alegria
 Michelle Obama inova com jeito franco na Casa Branca Primeira-dama dos EUA é conhecida por ser honesta e 'pé no chão'. Mães se identificam com seus comentários sobre família e trabalho.;";";alegria
 Papa pede que ONU seja solidária aos pobres ao debater crise Bento XVI se referiu a conferência sobre a crise econômica mundial. Solidariedade, para ele, pode fazer a atual crise virar oportunidade.;";";alegria
 Oposição acusa presidente do Irã de tentar dar golpe de Estado Dezenas de manifestantes foram presos ao protestar contra reeleição. Presidente diz que eleições foram 'livres e saudáveis'.;";";alegria
 Parada Gay de Roma é marcada por alusões a Berlusconi Fantasias fazem referência a escândalos do primeiro-ministro. Camisetas traziam inscrição 'My name is Noemi', pivô de separação.;";";alegria
 Várias cidades do mundo têm paradas do orgulho gay neste sábado Desfiles acontecem na França, Polanda, Croácia, Grécia e Itália. Xangai comemora a primeira semana do orgulho gay.;";";alegria
 G8 deve dar urgência à reforma do FMI, diz autoridade do fundo Ministro se disse preocupado com desaceleração do senso de urgência. Autoridades financeiras se reúnem neste sábado (13) na Itália.;";";alegria
 Exposição na Califórnia mostra fotos inéditas de Obama 'calouro' Imagens foram feitas por colega quando atual presidente era estudante. Algumas já haviam sido publicadas pela revista 'Time'.;";";alegria
 Modelo usa pintura corporal para pedir transparência a políticos em Londres Campanha quer que os eurodeputados abram ao público seus gastos. Eleições para o Parlamento Europeu ocorrem entre 4 e 7 de junho.;";";alegria
 China lançará sua primeira sonda para Marte neste ano Nave não-tripulada Yinghuo-1 (Vagalume-1) pesa 115 quilos. Objetivo é orbitar o planeta vermelho e obter dados.;";";alegria
 Museu peruano mantém 230 múmias de índios amazônicos Corpos foram embalsamados por povo chachapoya. Tecnologia usada para conservar cadáveres ainda é desconhecida.;";";alegria
 Hong Kong celebra festival aquático 'Barco do Dragão' Corrida de embarcações faz parte de comemoração anual. Data relembra estadista que se afogou em protesto contra a corrupção.;";";alegria
 Obama nomeia Thomas Shannon embaixador dos EUA no Brasil Diplomata, que fala português, já tem aprovação da chancelaria brasileira. Ele substituirá Clifford M. Sobel, nomeado por George W. Bush.;";";alegria
 Crise econômica agrava situação dos direitos humanos, diz Anistia Relatório anual da ONG foi divulgado nesta quinta-feira (28). Segundo o documento, crise aumenta a 'instabilidade política e a violência'.;";";alegria
 Britânica de 66 anos dá à luz um menino, diz jornal Criança nasceu com aproximadamente 2,5 quilos. Ela se tornou a britânica mais velha a se tornar mãe.;";";alegria
 Mundo terá de se vacinar contra as duas gripes, diz Organização Mundial da Saúde Vacinas sazonal e pandêmica devem coexistir, diz diretora da OMS. Agência da ONU deve sugerir em breve melhor proporção entre as duas.;";";alegria
 Papa dá adeus ao Oriente Médio e pede reconhecimento do Estado palestino Bento XVI quer que a solução de dois estados vire 'realidade' e traga paz. Pontífice visitou o Santo Sepulcro em seu último dia de peregrinação.;";";alegria
 Suspeito de matar 58 animais com crueldade é preso na Alemanha Polícia de Dortmund havia criado força-tarefa para investigar assassinatos em série iniciados no ano passado.;";";alegria
 Artesanato de Petra, na Jordânia, parece o do Nordeste do Brasil Desenhos de areia em recipientes de vidro parecem os feitos no Brasil. Mas saem as praias e os coqueiros, e entram o deserto e os camelos.;";";alegria
 Turistas têm aulas de cozinha tradicional árabe em Petra Petra Kitchen é mais uma grande brincadeira do que uma aula de fato. O trabalho é simples, mas o resultado no prato é excelente.;";";alegria
 Homem usa prancha para resgatar canguru no mar da Austrália Pai e filho corriam na praia quando viram animal se afogando. Mulher registrou a cena.;";";alegria
 Visita de Bento 16 foi 'um sucesso', dizem israelenses e palestinos Autoridades israelenses, palestinas e eclesiásticas exaltam giro papal pelo Oriente Médio.;";";alegria
 Jornalista irano-americana Roxana Saberi chega a Viena 'Vou passar alguns dias em Viena, pois é um lugar tranquilo', disse. Saberi estava com seu pai, sua mãe e seu irmão.;";";alegria
 Carlinhos Brown e Guilherme Arantes cantam para 'namorados' na Bahia Apresentação aconteceu na Costa do Sauípe nesta sexta-feira. Brown surpreendeu com músicas românticas na madrugada de sábado.;";";alegria
 Fim de semana deve ter temperatura baixa na maior parte do país Segundo Cptec/Inpe, Sudeste terá tempo nublado, inclusive no litoral. Temperatura no Sul continuará baixa, principalmente na região serrana.;";";alegria
 PF faz operação contra clonagem de cartões e fraudes pela internet Mais de 600 policiais participam de ação em 12 estados e no DF. Devem ser cumpridos 139 mandados de prisão e 136 de busca.;";";alegria
 Moradores do PI ficam isolados após rompimento de barragem Governo usa helicópteros e embarcações para resgatar famílias. Por medida de segurança, fornecimento de energia foi interrompido.;";";alegria
 Costureiras fazem plantão para terminar roupas de quadrilhas juninas no Recife Trabalho nos barracões fica agitado a menos de um mês do São João. Costureiras aumentam renda da família em até 20% nesta época.;";";alegria
 'Homem-faixa' ensina a idosos jeito certo de atravessar ruas de Vitória Idosos participam de palestras sobre segurança no trânsito. Projeto pretende reduzir número de atropelamentos na cidade.;";";alegria
 Crianças e porcos dividem espaço em abrigo no Maranhão Leitão órfão vira mascote de desabrigados em parque de exposições de Bacabal.;";";alegria
 Barbeiro improvisa salão em abrigo temporário no Maranhão Antonio Silvano montou barbearia em um dos cômodos do parque de exposições que abriga vítimas da cheia do rio Mearim.;";";alegria
 Água abre vala entre placa de contenção e parede de barragem no Piauí Chuva forte faz volume de água aumentar na Barragem de Algodões. Prefeitura de Cocal pediu helicóptero para resgatar moradores isolados.;";";alegria
 Metodistas abrigam moradores de rua no centro de São Paulo Prefeitura estima que 12 mil pessoas vivam em situação de rua. Igreja Metodista tem 341 mil fiéis pelo país.;";";alegria
 Motorista que não entregar CNH cassada em 48 horas será preso no PR Secretário de segurança anunciou operação nesta quarta-feira em Curitiba. Estado tem 69 mil habilitações cassadas e não devolvidas pelos motoristas.;";";alegria
 Pescadores recolhem 3 toneladas de lixo de rios em Rondônia Cerca de 100 pessoas limparam dez quilômetros de rios em Ji-Paraná. Foram recolhidos sacos plásticos, garrafas e eletrodomésticos velhos.;";";alegria
 Figuras orientais são tendência em convenção de tatuadores no Recife Dragões e símbolos da escrita japonesa são os preferidos dos tatuados. Tatuador diz que mulheres estão 'dominando os estúdios de tatuagem'.;";";alegria
 Governador do DF nomeia novo comandante para PM Cúpula da polícia foi exonerada após denúncias de desvio de dinheiro. PM teria pago concessionária por serviços não prestados.;";";alegria
 Advogados querem indenização de R$ 500 mil para jovem presa com homens Em 2007, garota sofreu abusos em delegacia de Abaetetuba, no Pará. Defesa também pedirá pensão mensal vitalícia de dois salários mínimos.;";";alegria
 No PA, 5 sucuris, 5 jiboias e 1 tamanduá apreendidos ganham a liberdade Animais foram devolvidos à floresta no interior do estado pelo Ibama. Eles viviam no Museu Paraense Emílio Goeldi.;";";alegria
 Japão quer reduzir emissão de gases para aquecer a economia País quer combater a recessão e o aquecimento global. Até tirar a gravata pode ajudar a proteger o planeta.;";";alegria
 Cientista usa Twitter para questionar paranormalidade Experiência usou site de relacionamentos para testar habilidades psíquicas de seguidores, diz 'New Scientist'.;";";alegria
 Estudo aponta que desenvolvimento baseado em desmatamento é passageiro Desenvolvimento humano é pior com desmatamento extremo, mostra artigo. Esgotamento de recursos naturais levaria a decadência econômica.;";";alegria
 Mesmo com pandemia, população pode ficar 'tranquila', diz Ministério da Saúde Ministra interina informou que transmissão permanece 'limitada' no país. Segundo ela, há 52 casos de Influenza A confirmados no Brasil.;";";alegria
 Tabela Periódica ganha 112º elemento Elemento superpesado descoberto por cientistas alemães existe apenas por alguns segundos e se desfaz.;";";alegria
 Eclipse ajuda cientistas a identificar 'assinatura' de planetas como a Terra Pesquisadores analisaram luz emanada da Lua durante eclipse lunar. Com isso, descobriram como seria a 'assinatura' da Terra, vista de longe.;";";alegria
 Tecnologia em excesso contribui para insônia entre adolescentes, diz pesquisa Estudos foram realizados em universidades dos Estados Unidos. Consumo de cafeína também contribui para distúrbios do sono.;";";alegria
 Google diz estar próximo de energia renovável mais barata que carvão Em 2007, empresa anunciou que conduziria pesquisas nesse sentido. Especialista afirma que houve progresso nos últimos nove meses.;";";alegria
 Beija-flor 'voa mais rápido do que um avião caça', diz estudo Pesquisador dos EUA disse que ave cobre quase 400 vezes o comprimento de seu corpo em um segundo, enquanto caça cobre 150 vezes.;";";alegria
 Campanha de vacinação atingiu mais de 80% dos idosos do país, diz governo Resultado superou o do ano passado em 1,5 milhão de pessoas. Amapá vacinou mais que a população prevista para o estado.;";";alegria
 Homens dedicam mais tempo a filhos parecidos com eles, diz estudo Pesquisa francesa foi feita com populações tradicionais do Senegal. Semelhança pode ser detectada até no cheiro das crianças.;";";alegria
 Britânicos criam novo teste para ajudar a identificar demência Especialistas em Cambridge dizem que novo questionário é mais eficaz do que os testes tradicionais.;";";alegria
 OMS pede vacinação contra rotavírus para crianças no mundo todo Nos Estados Unidos, procedimento já é rotineiro. Doença afeta centenas de milhares de crianças e pode até matar.;";";alegria
 Telescópio montado em balão vai desvendar segredos do Sol Sunrise foi lançado com sucesso de centro espacial na Suécia. Estudo da estrela é importante para telecomunicações, por exemplo.;";";alegria
 Peixes oleosos podem evitar doença degenerativa nos olhos, diz estudo Consumo de ômega-3 pode frear degeneração macular nos primeiros estágios ou em estágios avançados.;";";alegria
 Cientistas estudam teia de tarântulas Seda produzida por esse tipo de aranha ainda é pouco conhecida. Grande resistência e flexbilidade do material gera interesse de indústria.;";";alegria
 China retoma escavações arqueológicas do Exército de Terracota Esperança é achar estátua de 'comandante' dos guerreiros milenares. Mausoléu do primeiro imperador chinês, ali perto, ainda não foi estudado.;";";alegria
 Falta de médicos fecha única maternidade de cidade no interior de SP Troca de cooperativa que cuidava do hospital causou crise em Monte Mor. Segundo a prefeitura, situação deve ser normalizada em até 20 dias.;";";alegria
 Achado arqueológico sugere que lepra surgiu na Índia há cerca de 4.000 anos Pesquisadores debatiam se origem da doença era asiática ou africana. Apesar de fácil detecção e cura, moléstia ainda persiste no mundo.;";";alegria
 Pesquisadora mostra em SP que células-tronco podem atenuar as rugas Segundo pesquisa, célula-tronco do próprio paciente rejuvenesce a pele. Efeito lembra o da toxina botulínica, mas sem paralisação muscular.;";";alegria
 Cientistas conseguem observar 'fases' de planeta fora do Sistema Solar Feito foi possível com o satélite franco-europeu CoRoT. Objeto é grande como Júpiter, mas gira próximo à estrela.;";";alegria
 Novos livros exploram natureza assustadora das epidemias nos EUA Pesquisadores analisam o tema em novas obras. Questão está em alta com a ameaça da nova gripe.;";";alegria
 Pesquisadores criam ferramenta de diagnóstico à la 'Jornada nas estrelas' Trabalho é da Universidade Loughborough, no Reino Unido. Feixe de luz passa por paciente e analisa sistema cardiovascular.;";";alegria
 Foto chocante no maço deixa 48% dos fumantes mais propensos a deixar o vício Pesquisa que revelou dado foi feita em São Paulo, Rio e Porto Alegre. Estudioso quer fotos na frente dos maços de cigarro.;";";alegria
 Rússia lança nave Soyuz rumo à Estação Espacial Internacional (ISS) Canadense, belga e russo vão integrar tripulação do complexo orbital. Habitantes fixos da ISS, com isso, passarão a ser seis.;";";alegria
 Panda gigante surpreende e dá à luz em zoológico na Tailândia Lin Hui foi inseminada artificialmente, mas não dava sinais de gravidez. Pequeno panda terá de ser devolvido à China quando completar dois anos.;";";alegria
 Conheça como funcionam os sistemas de tratamento de água e esgoto Tratamento de esgoto se divide em parte sólida e líquida. Sistema de limpeza leva água potável às torneiras.;";";alegria
 Bicho-da-seda tem gosto limitado na alimentação Cientistas esperavam que eles gostassem de mistura de substâncias. Estudo mostrou que é justamente o contrário.;";";alegria
 Pernilongo gordo do Rio Pinheiros demonstra evolução em tempo real Inseto maior não representa mais perigo à população, diz biólogo. Resultado demonstra que larvas ajudam a indicar nível de poluição.;";";alegria
 Cuidado com os pés diminui risco de amputação entre diabéticos Região é vulnerável a infecções, perda de sensibilidade e fluxo de sangue. Medicação que controla nível de gordura no sangue minimiza problemas.;";";alegria
 Nutricionistas montam barraca em feiras de SP para orientar consumidores Profissionais distribuem calendário com safras de cada alimento. A cada dia, uma feira livre diferente será visitada na cidade.;";";alegria
 Estudo mostra que substância melhora memória em cobaia Pesquisa com brasileiro estudou ação de genes nos neurônios. Molécula dada a roedores impede que elos entre células nervosas suma.;";";alegria
